t,time,next_erupt_time,wait_time_minutes
2008-01-11 18:36,2008-01-11T18:36:00Z,2008-01-11T17:06:00Z,90
2008-01-11 20:12,2008-01-11T20:12:00Z,2008-01-11T18:36:00Z,96
2008-01-11 21:54,2008-01-11T21:54:00Z,2008-01-11T20:12:00Z,102
2008-01-11 23:12,2008-01-11T23:12:00Z,2008-01-11T21:54:00Z,78
2008-01-12 0:54,2008-01-12T00:54:00Z,2008-01-11T23:12:00Z,102
2008-01-12 2:18,2008-01-12T02:18:00Z,2008-01-12T00:54:00Z,84
2008-01-12 3:54,2008-01-12T03:54:00Z,2008-01-12T02:18:00Z,96
2008-01-12 5:18,2008-01-12T05:18:00Z,2008-01-12T03:54:00Z,84
2008-01-12 7:00,2008-01-12T07:00:00Z,2008-01-12T05:18:00Z,102
2008-01-12 8:30,2008-01-12T08:30:00Z,2008-01-12T07:00:00Z,90
2008-01-12 10:06,2008-01-12T10:06:00Z,2008-01-12T08:30:00Z,96
2008-01-12 11:42,2008-01-12T11:42:00Z,2008-01-12T10:06:00Z,96
2008-01-12 13:00,2008-01-12T13:00:00Z,2008-01-12T11:42:00Z,78
2008-01-12 14:36,2008-01-12T14:36:00Z,2008-01-12T13:00:00Z,96
2008-01-12 15:54,2008-01-12T15:54:00Z,2008-01-12T14:36:00Z,78
2008-01-12 17:24,2008-01-12T17:24:00Z,2008-01-12T15:54:00Z,90
2008-01-12 19:00,2008-01-12T19:00:00Z,2008-01-12T17:24:00Z,96
2008-01-12 20:24,2008-01-12T20:24:00Z,2008-01-12T19:00:00Z,84
2008-01-12 21:54,2008-01-12T21:54:00Z,2008-01-12T20:24:00Z,90
2008-01-12 23:30,2008-01-12T23:30:00Z,2008-01-12T21:54:00Z,96
2008-01-13 1:06,2008-01-13T01:06:00Z,2008-01-12T23:30:00Z,96
2008-01-13 2:42,2008-01-13T02:42:00Z,2008-01-13T01:06:00Z,96
2008-01-13 4:24,2008-01-13T04:24:00Z,2008-01-13T02:42:00Z,102
2008-01-13 5:42,2008-01-13T05:42:00Z,2008-01-13T04:24:00Z,78
2008-01-13 7:18,2008-01-13T07:18:00Z,2008-01-13T05:42:00Z,96
2008-01-13 8:42,2008-01-13T08:42:00Z,2008-01-13T07:18:00Z,84
2008-01-13 10:18,2008-01-13T10:18:00Z,2008-01-13T08:42:00Z,96
2008-01-13 11:48,2008-01-13T11:48:00Z,2008-01-13T10:18:00Z,90
2008-01-13 13:18,2008-01-13T13:18:00Z,2008-01-13T11:48:00Z,90
2008-01-13 14:54,2008-01-13T14:54:00Z,2008-01-13T13:18:00Z,96
2008-01-13 16:24,2008-01-13T16:24:00Z,2008-01-13T14:54:00Z,90
2008-01-13 18:06,2008-01-13T18:06:00Z,2008-01-13T16:24:00Z,102
2008-01-13 19:30,2008-01-13T19:30:00Z,2008-01-13T18:06:00Z,84
2008-01-13 21:06,2008-01-13T21:06:00Z,2008-01-13T19:30:00Z,96
2008-01-13 22:36,2008-01-13T22:36:00Z,2008-01-13T21:06:00Z,90
2008-01-14 0:30,2008-01-14T00:30:00Z,2008-01-13T22:36:00Z,114
2008-01-14 2:00,2008-01-14T02:00:00Z,2008-01-14T00:30:00Z,90
2008-01-14 3:36,2008-01-14T03:36:00Z,2008-01-14T02:00:00Z,96
2008-01-14 4:54,2008-01-14T04:54:00Z,2008-01-14T03:36:00Z,78
2008-01-14 6:30,2008-01-14T06:30:00Z,2008-01-14T04:54:00Z,96
2008-01-14 7:48,2008-01-14T07:48:00Z,2008-01-14T06:30:00Z,78
2008-01-14 9:24,2008-01-14T09:24:00Z,2008-01-14T07:48:00Z,96
2008-01-14 10:54,2008-01-14T10:54:00Z,2008-01-14T09:24:00Z,90
2008-01-14 12:24,2008-01-14T12:24:00Z,2008-01-14T10:54:00Z,90
2008-01-14 14:00,2008-01-14T14:00:00Z,2008-01-14T12:24:00Z,96
2008-01-14 15:24,2008-01-14T15:24:00Z,2008-01-14T14:00:00Z,84
2008-01-14 17:00,2008-01-14T17:00:00Z,2008-01-14T15:24:00Z,96
2008-01-14 18:24,2008-01-14T18:24:00Z,2008-01-14T17:00:00Z,84
2008-01-14 19:54,2008-01-14T19:54:00Z,2008-01-14T18:24:00Z,90
2008-01-14 21:24,2008-01-14T21:24:00Z,2008-01-14T19:54:00Z,90
2008-01-14 23:00,2008-01-14T23:00:00Z,2008-01-14T21:24:00Z,96
2008-01-15 0:24,2008-01-15T00:24:00Z,2008-01-14T23:00:00Z,84
2008-01-15 2:12,2008-01-15T02:12:00Z,2008-01-15T00:24:00Z,108
2008-01-15 3:36,2008-01-15T03:36:00Z,2008-01-15T02:12:00Z,84
2008-01-15 5:18,2008-01-15T05:18:00Z,2008-01-15T03:36:00Z,102
2008-01-15 11:42,2008-01-15T11:42:00Z,2008-01-15T05:18:00Z,384
2008-01-15 16:12,2008-01-15T16:12:00Z,2008-01-15T11:42:00Z,270
2008-01-15 17:42,2008-01-15T17:42:00Z,2008-01-15T16:12:00Z,90
2008-01-15 19:12,2008-01-15T19:12:00Z,2008-01-15T17:42:00Z,90
2008-01-15 20:36,2008-01-15T20:36:00Z,2008-01-15T19:12:00Z,84
2008-01-15 22:06,2008-01-15T22:06:00Z,2008-01-15T20:36:00Z,90
2008-01-15 23:36,2008-01-15T23:36:00Z,2008-01-15T22:06:00Z,90
2008-01-16 1:12,2008-01-16T01:12:00Z,2008-01-15T23:36:00Z,96
2008-01-16 2:48,2008-01-16T02:48:00Z,2008-01-16T01:12:00Z,96
2008-01-16 4:36,2008-01-16T04:36:00Z,2008-01-16T02:48:00Z,108
2008-01-16 6:18,2008-01-16T06:18:00Z,2008-01-16T04:36:00Z,102
2008-01-16 7:54,2008-01-16T07:54:00Z,2008-01-16T06:18:00Z,96
2008-01-16 9:18,2008-01-16T09:18:00Z,2008-01-16T07:54:00Z,84
2008-01-16 10:42,2008-01-16T10:42:00Z,2008-01-16T09:18:00Z,84
2008-01-16 12:12,2008-01-16T12:12:00Z,2008-01-16T10:42:00Z,90
2008-01-16 13:42,2008-01-16T13:42:00Z,2008-01-16T12:12:00Z,90
2008-01-16 15:18,2008-01-16T15:18:00Z,2008-01-16T13:42:00Z,96
2008-01-16 17:00,2008-01-16T17:00:00Z,2008-01-16T15:18:00Z,102
2008-01-16 18:24,2008-01-16T18:24:00Z,2008-01-16T17:00:00Z,84
2008-01-16 19:36,2008-01-16T19:36:00Z,2008-01-16T18:24:00Z,72
2008-01-16 21:12,2008-01-16T21:12:00Z,2008-01-16T19:36:00Z,96
2008-01-16 22:36,2008-01-16T22:36:00Z,2008-01-16T21:12:00Z,84
2008-01-17 0:12,2008-01-17T00:12:00Z,2008-01-16T22:36:00Z,96
2008-01-17 1:48,2008-01-17T01:48:00Z,2008-01-17T00:12:00Z,96
2008-01-17 3:24,2008-01-17T03:24:00Z,2008-01-17T01:48:00Z,96
2008-01-17 4:54,2008-01-17T04:54:00Z,2008-01-17T03:24:00Z,90
2008-01-17 6:18,2008-01-17T06:18:00Z,2008-01-17T04:54:00Z,84
2008-01-17 8:06,2008-01-17T08:06:00Z,2008-01-17T06:18:00Z,108
2008-01-17 9:42,2008-01-17T09:42:00Z,2008-01-17T08:06:00Z,96
2008-01-17 11:24,2008-01-17T11:24:00Z,2008-01-17T09:42:00Z,102
2008-01-17 12:42,2008-01-17T12:42:00Z,2008-01-17T11:24:00Z,78
2008-01-17 14:18,2008-01-17T14:18:00Z,2008-01-17T12:42:00Z,96
2008-01-17 15:54,2008-01-17T15:54:00Z,2008-01-17T14:18:00Z,96
2008-01-17 17:18,2008-01-17T17:18:00Z,2008-01-17T15:54:00Z,84
2008-01-17 18:54,2008-01-17T18:54:00Z,2008-01-17T17:18:00Z,96
2008-01-17 20:24,2008-01-17T20:24:00Z,2008-01-17T18:54:00Z,90
2008-01-17 22:00,2008-01-17T22:00:00Z,2008-01-17T20:24:00Z,96
2008-01-17 23:36,2008-01-17T23:36:00Z,2008-01-17T22:00:00Z,96
2008-01-18 1:06,2008-01-18T01:06:00Z,2008-01-17T23:36:00Z,90
2008-01-18 2:30,2008-01-18T02:30:00Z,2008-01-18T01:06:00Z,84
2008-01-18 3:54,2008-01-18T03:54:00Z,2008-01-18T02:30:00Z,84
2008-01-18 5:24,2008-01-18T05:24:00Z,2008-01-18T03:54:00Z,90
2008-01-18 7:00,2008-01-18T07:00:00Z,2008-01-18T05:24:00Z,96
2008-01-18 8:30,2008-01-18T08:30:00Z,2008-01-18T07:00:00Z,90
2008-01-18 10:00,2008-01-18T10:00:00Z,2008-01-18T08:30:00Z,90
2008-01-18 11:24,2008-01-18T11:24:00Z,2008-01-18T10:00:00Z,84
2008-01-18 13:00,2008-01-18T13:00:00Z,2008-01-18T11:24:00Z,96
2008-01-18 14:30,2008-01-18T14:30:00Z,2008-01-18T13:00:00Z,90
2008-01-18 16:06,2008-01-18T16:06:00Z,2008-01-18T14:30:00Z,96
2008-01-18 17:24,2008-01-18T17:24:00Z,2008-01-18T16:06:00Z,78
2008-01-18 18:48,2008-01-18T18:48:00Z,2008-01-18T17:24:00Z,84
2008-01-18 20:30,2008-01-18T20:30:00Z,2008-01-18T18:48:00Z,102
2008-01-18 21:48,2008-01-18T21:48:00Z,2008-01-18T20:30:00Z,78
2008-01-18 23:30,2008-01-18T23:30:00Z,2008-01-18T21:48:00Z,102
2008-01-19 1:00,2008-01-19T01:00:00Z,2008-01-18T23:30:00Z,90
2008-01-19 2:36,2008-01-19T02:36:00Z,2008-01-19T01:00:00Z,96
2008-01-19 4:06,2008-01-19T04:06:00Z,2008-01-19T02:36:00Z,90
2008-01-19 5:36,2008-01-19T05:36:00Z,2008-01-19T04:06:00Z,90
2008-01-19 7:18,2008-01-19T07:18:00Z,2008-01-19T05:36:00Z,102
2008-01-19 8:36,2008-01-19T08:36:00Z,2008-01-19T07:18:00Z,78
2008-01-19 10:12,2008-01-19T10:12:00Z,2008-01-19T08:36:00Z,96
2008-01-19 11:42,2008-01-19T11:42:00Z,2008-01-19T10:12:00Z,90
2008-01-19 16:18,2008-01-19T16:18:00Z,2008-01-19T11:42:00Z,276
2008-01-19 17:48,2008-01-19T17:48:00Z,2008-01-19T16:18:00Z,90
2008-01-19 19:24,2008-01-19T19:24:00Z,2008-01-19T17:48:00Z,96
2008-01-19 20:54,2008-01-19T20:54:00Z,2008-01-19T19:24:00Z,90
2008-01-19 22:36,2008-01-19T22:36:00Z,2008-01-19T20:54:00Z,102
2008-01-20 0:06,2008-01-20T00:06:00Z,2008-01-19T22:36:00Z,90
2008-01-20 1:42,2008-01-20T01:42:00Z,2008-01-20T00:06:00Z,96
2008-01-20 3:18,2008-01-20T03:18:00Z,2008-01-20T01:42:00Z,96
2008-01-20 4:48,2008-01-20T04:48:00Z,2008-01-20T03:18:00Z,90
2008-01-20 6:18,2008-01-20T06:18:00Z,2008-01-20T04:48:00Z,90
2008-01-20 8:12,2008-01-20T08:12:00Z,2008-01-20T06:18:00Z,114
2008-01-20 9:36,2008-01-20T09:36:00Z,2008-01-20T08:12:00Z,84
2008-01-20 11:06,2008-01-20T11:06:00Z,2008-01-20T09:36:00Z,90
2008-01-20 12:36,2008-01-20T12:36:00Z,2008-01-20T11:06:00Z,90
2008-01-20 14:06,2008-01-20T14:06:00Z,2008-01-20T12:36:00Z,90
2008-01-20 15:42,2008-01-20T15:42:00Z,2008-01-20T14:06:00Z,96
2008-01-20 17:12,2008-01-20T17:12:00Z,2008-01-20T15:42:00Z,90
2008-01-20 18:42,2008-01-20T18:42:00Z,2008-01-20T17:12:00Z,90
2008-01-20 23:18,2008-01-20T23:18:00Z,2008-01-20T18:42:00Z,276
2008-01-21 0:48,2008-01-21T00:48:00Z,2008-01-20T23:18:00Z,90
2008-01-21 2:18,2008-01-21T02:18:00Z,2008-01-21T00:48:00Z,90
2008-01-21 3:54,2008-01-21T03:54:00Z,2008-01-21T02:18:00Z,96
2008-01-21 5:18,2008-01-21T05:18:00Z,2008-01-21T03:54:00Z,84
2008-01-21 7:00,2008-01-21T07:00:00Z,2008-01-21T05:18:00Z,102
2008-01-21 8:36,2008-01-21T08:36:00Z,2008-01-21T07:00:00Z,96
2008-01-21 10:06,2008-01-21T10:06:00Z,2008-01-21T08:36:00Z,90
2008-01-21 11:42,2008-01-21T11:42:00Z,2008-01-21T10:06:00Z,96
2008-01-21 13:12,2008-01-21T13:12:00Z,2008-01-21T11:42:00Z,90
2008-01-21 14:42,2008-01-21T14:42:00Z,2008-01-21T13:12:00Z,90
2008-01-21 16:06,2008-01-21T16:06:00Z,2008-01-21T14:42:00Z,84
2008-01-21 17:36,2008-01-21T17:36:00Z,2008-01-21T16:06:00Z,90
2008-01-21 19:18,2008-01-21T19:18:00Z,2008-01-21T17:36:00Z,102
2008-01-21 20:48,2008-01-21T20:48:00Z,2008-01-21T19:18:00Z,90
2008-01-21 22:18,2008-01-21T22:18:00Z,2008-01-21T20:48:00Z,90
2008-01-21 23:48,2008-01-21T23:48:00Z,2008-01-21T22:18:00Z,90
2008-01-22 1:24,2008-01-22T01:24:00Z,2008-01-21T23:48:00Z,96
2008-01-22 4:00,2008-01-22T04:00:00Z,2008-01-22T01:24:00Z,156
2008-01-22 5:30,2008-01-22T05:30:00Z,2008-01-22T04:00:00Z,90
2008-01-22 7:06,2008-01-22T07:06:00Z,2008-01-22T05:30:00Z,96
2008-01-22 8:42,2008-01-22T08:42:00Z,2008-01-22T07:06:00Z,96
2008-01-22 10:12,2008-01-22T10:12:00Z,2008-01-22T08:42:00Z,90
2008-01-22 11:48,2008-01-22T11:48:00Z,2008-01-22T10:12:00Z,96
2008-01-22 13:24,2008-01-22T13:24:00Z,2008-01-22T11:48:00Z,96
2008-01-22 14:48,2008-01-22T14:48:00Z,2008-01-22T13:24:00Z,84
2008-01-22 16:18,2008-01-22T16:18:00Z,2008-01-22T14:48:00Z,90
2008-01-22 17:48,2008-01-22T17:48:00Z,2008-01-22T16:18:00Z,90
2008-01-22 19:24,2008-01-22T19:24:00Z,2008-01-22T17:48:00Z,96
2008-01-22 21:00,2008-01-22T21:00:00Z,2008-01-22T19:24:00Z,96
2008-01-22 22:30,2008-01-22T22:30:00Z,2008-01-22T21:00:00Z,90
2008-01-23 0:18,2008-01-23T00:18:00Z,2008-01-22T22:30:00Z,108
2008-01-23 1:48,2008-01-23T01:48:00Z,2008-01-23T00:18:00Z,90
2008-01-23 3:30,2008-01-23T03:30:00Z,2008-01-23T01:48:00Z,102
2008-01-23 5:06,2008-01-23T05:06:00Z,2008-01-23T03:30:00Z,96
2008-01-23 6:36,2008-01-23T06:36:00Z,2008-01-23T05:06:00Z,90
2008-01-23 8:12,2008-01-23T08:12:00Z,2008-01-23T06:36:00Z,96
2008-01-23 9:48,2008-01-23T09:48:00Z,2008-01-23T08:12:00Z,96
2008-01-23 11:12,2008-01-23T11:12:00Z,2008-01-23T09:48:00Z,84
2008-01-23 12:42,2008-01-23T12:42:00Z,2008-01-23T11:12:00Z,90
2008-01-23 14:06,2008-01-23T14:06:00Z,2008-01-23T12:42:00Z,84
2008-01-23 15:42,2008-01-23T15:42:00Z,2008-01-23T14:06:00Z,96
2008-01-23 17:18,2008-01-23T17:18:00Z,2008-01-23T15:42:00Z,96
2008-01-23 18:48,2008-01-23T18:48:00Z,2008-01-23T17:18:00Z,90
2008-01-23 20:12,2008-01-23T20:12:00Z,2008-01-23T18:48:00Z,84
2008-01-23 21:42,2008-01-23T21:42:00Z,2008-01-23T20:12:00Z,90
2008-01-23 23:12,2008-01-23T23:12:00Z,2008-01-23T21:42:00Z,90
2008-01-24 0:48,2008-01-24T00:48:00Z,2008-01-23T23:12:00Z,96
2008-01-24 2:18,2008-01-24T02:18:00Z,2008-01-24T00:48:00Z,90
2008-01-24 3:42,2008-01-24T03:42:00Z,2008-01-24T02:18:00Z,84
2008-01-24 5:12,2008-01-24T05:12:00Z,2008-01-24T03:42:00Z,90
2008-01-24 6:36,2008-01-24T06:36:00Z,2008-01-24T05:12:00Z,84
2008-01-24 8:06,2008-01-24T08:06:00Z,2008-01-24T06:36:00Z,90
2008-01-24 9:36,2008-01-24T09:36:00Z,2008-01-24T08:06:00Z,90
2008-01-24 11:12,2008-01-24T11:12:00Z,2008-01-24T09:36:00Z,96
2008-01-24 12:42,2008-01-24T12:42:00Z,2008-01-24T11:12:00Z,90
2008-01-24 14:30,2008-01-24T14:30:00Z,2008-01-24T12:42:00Z,108
2008-01-24 16:00,2008-01-24T16:00:00Z,2008-01-24T14:30:00Z,90
2008-01-24 17:36,2008-01-24T17:36:00Z,2008-01-24T16:00:00Z,96
2008-01-24 19:06,2008-01-24T19:06:00Z,2008-01-24T17:36:00Z,90
2008-01-24 20:30,2008-01-24T20:30:00Z,2008-01-24T19:06:00Z,84
2008-01-24 21:54,2008-01-24T21:54:00Z,2008-01-24T20:30:00Z,84
2008-01-24 23:42,2008-01-24T23:42:00Z,2008-01-24T21:54:00Z,108
2008-01-25 1:12,2008-01-25T01:12:00Z,2008-01-24T23:42:00Z,90
2008-01-25 2:42,2008-01-25T02:42:00Z,2008-01-25T01:12:00Z,90
2008-01-25 4:18,2008-01-25T04:18:00Z,2008-01-25T02:42:00Z,96
2008-01-25 5:48,2008-01-25T05:48:00Z,2008-01-25T04:18:00Z,90
2008-01-25 7:24,2008-01-25T07:24:00Z,2008-01-25T05:48:00Z,96
2008-01-25 9:06,2008-01-25T09:06:00Z,2008-01-25T07:24:00Z,102
2008-01-25 10:42,2008-01-25T10:42:00Z,2008-01-25T09:06:00Z,96
2008-01-25 12:18,2008-01-25T12:18:00Z,2008-01-25T10:42:00Z,96
2008-01-25 14:00,2008-01-25T14:00:00Z,2008-01-25T12:18:00Z,102
2008-01-25 16:48,2008-01-25T16:48:00Z,2008-01-25T14:00:00Z,168
2008-01-25 18:24,2008-01-25T18:24:00Z,2008-01-25T16:48:00Z,96
2008-01-25 19:54,2008-01-25T19:54:00Z,2008-01-25T18:24:00Z,90
2008-01-25 21:30,2008-01-25T21:30:00Z,2008-01-25T19:54:00Z,96
2008-01-25 23:00,2008-01-25T23:00:00Z,2008-01-25T21:30:00Z,90
2008-01-26 2:06,2008-01-26T02:06:00Z,2008-01-25T23:00:00Z,186
2008-01-26 3:42,2008-01-26T03:42:00Z,2008-01-26T02:06:00Z,96
2008-01-26 5:06,2008-01-26T05:06:00Z,2008-01-26T03:42:00Z,84
2008-01-26 6:42,2008-01-26T06:42:00Z,2008-01-26T05:06:00Z,96
2008-01-26 8:18,2008-01-26T08:18:00Z,2008-01-26T06:42:00Z,96
2008-01-26 9:48,2008-01-26T09:48:00Z,2008-01-26T08:18:00Z,90
2008-01-26 11:18,2008-01-26T11:18:00Z,2008-01-26T09:48:00Z,90
2008-01-26 12:42,2008-01-26T12:42:00Z,2008-01-26T11:18:00Z,84
2008-01-26 14:18,2008-01-26T14:18:00Z,2008-01-26T12:42:00Z,96
2008-01-26 15:48,2008-01-26T15:48:00Z,2008-01-26T14:18:00Z,90
2008-01-26 17:12,2008-01-26T17:12:00Z,2008-01-26T15:48:00Z,84
2008-01-26 18:48,2008-01-26T18:48:00Z,2008-01-26T17:12:00Z,96
2008-01-26 20:18,2008-01-26T20:18:00Z,2008-01-26T18:48:00Z,90
2008-01-26 21:54,2008-01-26T21:54:00Z,2008-01-26T20:18:00Z,96
2008-01-26 23:30,2008-01-26T23:30:00Z,2008-01-26T21:54:00Z,96
2008-01-27 0:54,2008-01-27T00:54:00Z,2008-01-26T23:30:00Z,84
2008-01-27 2:36,2008-01-27T02:36:00Z,2008-01-27T00:54:00Z,102
2008-01-27 4:00,2008-01-27T04:00:00Z,2008-01-27T02:36:00Z,84
2008-01-27 5:36,2008-01-27T05:36:00Z,2008-01-27T04:00:00Z,96
2008-01-27 7:18,2008-01-27T07:18:00Z,2008-01-27T05:36:00Z,102
2008-01-27 8:48,2008-01-27T08:48:00Z,2008-01-27T07:18:00Z,90
2008-01-27 13:24,2008-01-27T13:24:00Z,2008-01-27T08:48:00Z,276
2008-01-27 14:54,2008-01-27T14:54:00Z,2008-01-27T13:24:00Z,90
2008-01-27 16:30,2008-01-27T16:30:00Z,2008-01-27T14:54:00Z,96
2008-01-27 18:00,2008-01-27T18:00:00Z,2008-01-27T16:30:00Z,90
2008-01-27 19:36,2008-01-27T19:36:00Z,2008-01-27T18:00:00Z,96
2008-01-29 1:24,2008-01-29T01:24:00Z,2008-01-28T23:42:00Z,102
2008-01-29 3:00,2008-01-29T03:00:00Z,2008-01-29T01:24:00Z,96
2008-01-29 4:30,2008-01-29T04:30:00Z,2008-01-29T03:00:00Z,90
2008-01-29 5:54,2008-01-29T05:54:00Z,2008-01-29T04:30:00Z,84
2008-01-29 7:30,2008-01-29T07:30:00Z,2008-01-29T05:54:00Z,96
2008-01-29 12:00,2008-01-29T12:00:00Z,2008-01-29T07:30:00Z,270
2008-01-29 17:54,2008-01-29T17:54:00Z,2008-01-29T12:00:00Z,354
2008-01-29 19:30,2008-01-29T19:30:00Z,2008-01-29T17:54:00Z,96
2008-01-29 21:00,2008-01-29T21:00:00Z,2008-01-29T19:30:00Z,90
2008-01-29 22:42,2008-01-29T22:42:00Z,2008-01-29T21:00:00Z,102
2008-01-30 0:12,2008-01-30T00:12:00Z,2008-01-29T22:42:00Z,90
2008-01-30 1:54,2008-01-30T01:54:00Z,2008-01-30T00:12:00Z,102
2008-01-30 3:18,2008-01-30T03:18:00Z,2008-01-30T01:54:00Z,84
2008-01-30 5:00,2008-01-30T05:00:00Z,2008-01-30T03:18:00Z,102
2008-01-30 6:36,2008-01-30T06:36:00Z,2008-01-30T05:00:00Z,96
2008-01-30 7:42,2008-01-30T07:42:00Z,2008-01-30T06:36:00Z,66
2008-01-30 9:18,2008-01-30T09:18:00Z,2008-01-30T07:42:00Z,96
2008-01-30 12:24,2008-01-30T12:24:00Z,2008-01-30T09:18:00Z,186
2008-01-30 13:54,2008-01-30T13:54:00Z,2008-01-30T12:24:00Z,90
2008-01-30 17:00,2008-01-30T17:00:00Z,2008-01-30T13:54:00Z,186
2008-01-30 18:30,2008-01-30T18:30:00Z,2008-01-30T17:00:00Z,90
2008-01-31 0:36,2008-01-31T00:36:00Z,2008-01-30T18:30:00Z,366
2008-01-31 2:12,2008-01-31T02:12:00Z,2008-01-31T00:36:00Z,96
2008-01-31 3:54,2008-01-31T03:54:00Z,2008-01-31T02:12:00Z,102
2008-01-31 5:18,2008-01-31T05:18:00Z,2008-01-31T03:54:00Z,84
2008-01-31 6:48,2008-01-31T06:48:00Z,2008-01-31T05:18:00Z,90
2008-01-31 8:18,2008-01-31T08:18:00Z,2008-01-31T06:48:00Z,90
2008-01-31 11:30,2008-01-31T11:30:00Z,2008-01-31T08:18:00Z,192
2008-01-31 15:54,2008-01-31T15:54:00Z,2008-01-31T11:30:00Z,264
2008-01-31 18:54,2008-01-31T18:54:00Z,2008-01-31T15:54:00Z,180
2008-01-31 20:30,2008-01-31T20:30:00Z,2008-01-31T18:54:00Z,96
2008-01-31 22:06,2008-01-31T22:06:00Z,2008-01-31T20:30:00Z,96
2008-01-31 23:36,2008-01-31T23:36:00Z,2008-01-31T22:06:00Z,90
2008-02-01 1:00,2008-02-01T01:00:00Z,2008-01-31T23:36:00Z,84
2008-02-01 2:30,2008-02-01T02:30:00Z,2008-02-01T01:00:00Z,90
2008-02-01 4:12,2008-02-01T04:12:00Z,2008-02-01T02:30:00Z,102
2008-02-01 5:42,2008-02-01T05:42:00Z,2008-02-01T04:12:00Z,90
2008-02-01 7:06,2008-02-01T07:06:00Z,2008-02-01T05:42:00Z,84
2008-02-01 8:42,2008-02-01T08:42:00Z,2008-02-01T07:06:00Z,96
2008-02-01 10:24,2008-02-01T10:24:00Z,2008-02-01T08:42:00Z,102
2008-02-01 11:54,2008-02-01T11:54:00Z,2008-02-01T10:24:00Z,90
2008-02-01 13:24,2008-02-01T13:24:00Z,2008-02-01T11:54:00Z,90
2008-02-01 14:54,2008-02-01T14:54:00Z,2008-02-01T13:24:00Z,90
2008-02-01 16:36,2008-02-01T16:36:00Z,2008-02-01T14:54:00Z,102
2008-02-01 18:00,2008-02-01T18:00:00Z,2008-02-01T16:36:00Z,84
2008-02-02 0:12,2008-02-02T00:12:00Z,2008-02-01T18:00:00Z,372
2008-02-02 4:54,2008-02-02T04:54:00Z,2008-02-02T00:12:00Z,282
2008-02-02 6:24,2008-02-02T06:24:00Z,2008-02-02T04:54:00Z,90
2008-02-02 8:06,2008-02-02T08:06:00Z,2008-02-02T06:24:00Z,102
2008-02-02 9:36,2008-02-02T09:36:00Z,2008-02-02T08:06:00Z,90
2008-02-02 11:12,2008-02-02T11:12:00Z,2008-02-02T09:36:00Z,96
2008-02-02 14:18,2008-02-02T14:18:00Z,2008-02-02T11:12:00Z,186
2008-02-02 19:06,2008-02-02T19:06:00Z,2008-02-02T14:18:00Z,288
2008-02-02 20:30,2008-02-02T20:30:00Z,2008-02-02T19:06:00Z,84
2008-02-02 22:06,2008-02-02T22:06:00Z,2008-02-02T20:30:00Z,96
2008-02-02 23:36,2008-02-02T23:36:00Z,2008-02-02T22:06:00Z,90
2008-02-03 1:12,2008-02-03T01:12:00Z,2008-02-02T23:36:00Z,96
2008-02-03 2:42,2008-02-03T02:42:00Z,2008-02-03T01:12:00Z,90
2008-02-03 4:18,2008-02-03T04:18:00Z,2008-02-03T02:42:00Z,96
2008-02-03 5:48,2008-02-03T05:48:00Z,2008-02-03T04:18:00Z,90
2008-02-03 7:24,2008-02-03T07:24:00Z,2008-02-03T05:48:00Z,96
2008-02-03 8:54,2008-02-03T08:54:00Z,2008-02-03T07:24:00Z,90
2008-02-03 10:36,2008-02-03T10:36:00Z,2008-02-03T08:54:00Z,102
2008-02-03 12:12,2008-02-03T12:12:00Z,2008-02-03T10:36:00Z,96
2008-02-03 13:48,2008-02-03T13:48:00Z,2008-02-03T12:12:00Z,96
2008-02-03 15:12,2008-02-03T15:12:00Z,2008-02-03T13:48:00Z,84
2008-02-03 16:54,2008-02-03T16:54:00Z,2008-02-03T15:12:00Z,102
2008-02-03 18:30,2008-02-03T18:30:00Z,2008-02-03T16:54:00Z,96
2008-02-03 20:00,2008-02-03T20:00:00Z,2008-02-03T18:30:00Z,90
2008-02-03 21:30,2008-02-03T21:30:00Z,2008-02-03T20:00:00Z,90
2008-02-03 23:18,2008-02-03T23:18:00Z,2008-02-03T21:30:00Z,108
2008-02-04 0:42,2008-02-04T00:42:00Z,2008-02-03T23:18:00Z,84
2008-02-04 2:24,2008-02-04T02:24:00Z,2008-02-04T00:42:00Z,102
2008-02-04 3:54,2008-02-04T03:54:00Z,2008-02-04T02:24:00Z,90
2008-02-04 5:24,2008-02-04T05:24:00Z,2008-02-04T03:54:00Z,90
2008-02-04 6:54,2008-02-04T06:54:00Z,2008-02-04T05:24:00Z,90
2008-02-04 8:12,2008-02-04T08:12:00Z,2008-02-04T06:54:00Z,78
2008-02-04 9:48,2008-02-04T09:48:00Z,2008-02-04T08:12:00Z,96
2008-02-04 11:24,2008-02-04T11:24:00Z,2008-02-04T09:48:00Z,96
2008-02-04 13:00,2008-02-04T13:00:00Z,2008-02-04T11:24:00Z,96
2008-02-04 14:36,2008-02-04T14:36:00Z,2008-02-04T13:00:00Z,96
2008-02-04 16:06,2008-02-04T16:06:00Z,2008-02-04T14:36:00Z,90
2008-02-04 17:36,2008-02-04T17:36:00Z,2008-02-04T16:06:00Z,90
2008-02-04 19:06,2008-02-04T19:06:00Z,2008-02-04T17:36:00Z,90
2008-02-04 20:42,2008-02-04T20:42:00Z,2008-02-04T19:06:00Z,96
2008-02-04 22:12,2008-02-04T22:12:00Z,2008-02-04T20:42:00Z,90
2008-02-05 0:54,2008-02-05T00:54:00Z,2008-02-04T22:12:00Z,162
